VNUM	LOCALE_NAME
274	Sabie triton+4
275	Sabie triton+5
276	Sabie triton+6
277	Sabie triton+7
278	Sabie triton+8
279	Sabie triton+9
280	Spadã sfântã+0
281	Spadã sfântã+1
282	Spadã sfântã+2
283	Spadã sfântã+3
284	Spadã sfântã+4
285	Spadã sfântã+5
286	Spadã sfântã+6
287	Spadã sfântã+7
288	Spadã sfântã+8
289	Spadã sfântã+9
290	Sabie lunã plinã+0
291	Sabie lunã plinã+1
292	Sabie lunã plinã+2
293	Sabie lunã plinã+3
294	Sabie lunã plinã+4
295	Sabie lunã plinã+5
296	Sabie lunã plinã+6
297	Sabie lunã plinã+7
298	Sabie lunã plinã+8
299	Sabie lunã plinã+9
300	Spadã zodiac+0
301	Spadã zodiac+1
302	Spadã zodiac+2
303	Spadã zodiac+3
304	Spadã zodiac+4
305	Spadã zodiac+5
306	Spadã zodiac+6
307	Spadã zodiac+7
308	Spadã zodiac+8
309	Spadã zodiac+9
310	Sabie zodiac+0
311	Sabie zodiac+1
312	Sabie zodiac+2
313	Sabie zodiac+3
314	Sabie zodiac+4
315	Sabie zodiac+5
316	Sabie zodiac+6
317	Sabie zodiac+7
318	Sabie zodiac+8
319	Sabie zodiac+9
320	Sabie dragon-negru+0
321	Sabie dragon-negru+1
322	Sabie dragon-negru+2
323	Sabie dragon-negru+3
324	Sabie dragon-negru+4
325	Sabie dragon-negru+5
326	Sabie dragon-negru+6
327	Sabie dragon-negru+7
328	Sabie dragon-negru+8
329	Sabie dragon-negru+9
330	Sabie dragon-negru+10
331	Sabie dragon-negru+11
332	Sabie dragon-negru+12
333	Sabie dragon-negru+13
334	Sabie dragon-negru+14
335	Sabie dragon-negru+15
340	Spadã dragon-negru+0
341	Spadã dragon-negru+1
342	Spadã dragon-negru+2
343	Spadã dragon-negru+3
344	Spadã dragon-negru+4
345	Spadã dragon-negru+5
346	Spadã dragon-negru+6
347	Spadã dragon-negru+7
348	Spadã dragon-negru+8
349	Spadã dragon-negru+9
350	Spadã dragon-negru+10
351	Spadã dragon-negru+11
352	Spadã dragon-negru+12
353	Spadã dragon-negru+13
354	Spadã dragon-negru+14
355	Spadã dragon-negru+15
460	Sabie legendarã+0
461	Sabie legendarã+1
462	Sabie legendarã+2
463	Sabie legendarã+3
464	Sabie legendarã+4
465	Sabie legendarã+5
466	Sabie legendarã+6
467	Sabie legendarã+7
468	Sabie legendarã+8
469	Sabie legendarã+9
470	Spadã legendarã+0
471	Spadã legendarã+1
472	Spadã legendarã+2
473	Spadã legendarã+3
474	Spadã legendarã+4
475	Spadã legendarã+5
476	Spadã legendarã+6
477	Spadã legendarã+7
478	Spadã legendarã+8
479	Spadã legendarã+9
500	Sabie din cianit+0
501	Sabie din cianit+1
502	Sabie din cianit+2
503	Sabie din cianit+3
504	Sabie din cianit+4
505	Sabie din cianit+5
506	Sabie din cianit+6
507	Sabie din cianit+7
508	Sabie din cianit+8
509	Sabie din cianit+9
1000	Pumnal+0
1001	Pumnal+1
1002	Pumnal+2
1003	Pumnal+3
1004	Pumnal+4
1005	Pumnal+5
1006	Pumnal+6
1007	Pumnal+7
1008	Pumnal+8
1009	Pumnal+9
1010	Pumnal cobra+0
1011	Pumnal cobra+1
1012	Pumnal cobra+2
1013	Pumnal cobra+3
1014	Pumnal cobra+4
1015	Pumnal cobra+5
1016	Pumnal cobra+6
1017	Pumnal cobra+7
1018	Pumnal cobra+8
1019	Pumnal cobra+9
1020	Pumnal foarfece+0
1021	Pumnal foarfece+1
1022	Pumnal foarfece+2
1023	Pumnal foarfece+3
1024	Pumnal foarfece+4
1025	Pumnal foarfece+5
1026	Pumnal foarfece+6
1027	Pumnal foarfece+7
1028	Pumnal foarfece+8
1029	Pumnal foarfece+9
1030	Cuþit norocos+0
1031	Cuþit norocos+1
1032	Cuþit norocos+2
1033	Cuþit norocos+3
1034	Cuþit norocos+4
1035	Cuþit norocos+5
1036	Cuþit norocos+6
1037	Cuþit norocos+7
1038	Cuþit norocos+8
1039	Cuþit norocos+9
1040	Cuþit muºcãtura pisic.+0
1041	Cuþit muºcãtura pisic.+1
1042	Cuþit muºcãtura pisic.+2
1043	Cuþit muºcãtura pisic.+3
1044	Cuþit muºcãtura pisic.+4
1045	Cuþit muºcãtura pisic.+5
1046	Cuþit muºcãtura pisic.+6
1047	Cuþit muºcãtura pisic.+7
1048	Cuþit muºcãtura pisic.+8
1049	Cuþit muºcãtura pisic.+9
1050	Pumnal mascã de diavol+0
1051	Pumnal mascã de diavol+1
1052	Pumnal mascã de diavol+2
1053	Pumnal mascã de diavol+3
1054	Pumnal mascã de diavol+4
1055	Pumnal mascã de diavol+5
1056	Pumnal mascã de diavol+6
1057	Pumnal mascã de diavol+7
1058	Pumnal mascã de diavol+8
1059	Pumnal mascã de diavol+9
1060	Pumnal pumn de diavol+0
1061	Pumnal pumn de diavol+1
1062	Pumnal pumn de diavol+2
1063	Pumnal pumn de diavol+3
1064	Pumnal pumn de diavol+4
1065	Pumnal pumn de diavol+5
1066	Pumnal pumn de diavol+6
1067	Pumnal pumn de diavol+7
1068	Pumnal pumn de diavol+8
1069	Pumnal pumn de diavol+9
1070	Pumnal sângeros+0
1071	Pumnal sângeros+1
1072	Pumnal sângeros+2
1073	Pumnal sângeros+3
1074	Pumnal sângeros+4
1075	Pumnal sângeros+5
1076	Pumnal sângeros+6
1077	Pumnal sângeros+7
1078	Pumnal sângeros+8
1079	Pumnal sângeros+9
1080	Cuþit de coaste+0
1081	Cuþit de coaste+1
1082	Cuþit de coaste+2
1083	Cuþit de coaste+3
1084	Cuþit de coaste+4
1085	Cuþit de coaste+5
1086	Cuþit de coaste+6
1087	Cuþit de coaste+7
1088	Cuþit de coaste+8
1089	Cuþit de coaste+9
1090	Chakram+0
1091	Chakram+1
1092	Chakram+2
1093	Chakram+3
1094	Chakram+4
1095	Chakram+5
1096	Chakram+6
1097	Chakram+7
1098	Chakram+8
1099	Chakram+9
1100	Cuþit dragon+0
1101	Cuþit dragon+1
1102	Cuþit dragon+2
1103	Cuþit dragon+3
1104	Cuþit dragon+4
1105	Cuþit dragon+5
1106	Cuþit dragon+6
1107	Cuþit dragon+7
1108	Cuþit dragon+8
1109	Cuþit dragon+9
1110	Cuþit fulger+0
1111	Cuþit fulger+1
1112	Cuþit fulger+2
1113	Cuþit fulger+3
1114	Cuþit fulger+4
1115	Cuþit fulger+5
1116	Cuþit fulger+6
1117	Cuþit fulger+7
1118	Cuþit fulger+8
1119	Cuþit fulger+9
1120	Cuþit siamez+0
1121	Cuþit siamez+1
1122	Cuþit siamez+2
1123	Cuþit siamez+3
1124	Cuþit siamez+4
1125	Cuþit siamez+5
1126	Cuþit siamez+6
1127	Cuþit siamez+7
1128	Cuþit siamez+8
1129	Cuþit siamez+9
1130	Chakram aripã diavol+0
1131	Chakram aripã diavol+1
1132	Chakram aripã diavol+2
1133	Chakram aripã diavol+3
1134	Chakram aripã diavol+4
1135	Chakram aripã diavol+5
1136	Chakram aripã diavol+6
1137	Chakram aripã diavol+7
1138	Chakram aripã diavol+8
1139	Chakram aripã diavol+9
1140	Cuþit ferãstrãu
1150	Cuþit zin
1160	Cuþit pârâu
1170	Pumnal foaie neagrã+0
1171	Pumnal foaie neagrã+1
1172	Pumnal foaie neagrã+2
1173	Pumnal foaie neagrã+3
1174	Pumnal foaie neagrã+4
1175	Pumnal foaie neagrã+5
1176	Pumnal foaie neagrã+6
1177	Pumnal foaie neagrã+7
1178	Pumnal foaie neagrã+8
1179	Pumnal foaie neagrã+9
1180	Pumnal zodiac+0
1181	Pumnal zodiac+1
1182	Pumnal zodiac+2
1183	Pumnal zodiac+3
1184	Pumnal zodiac+4
1185	Pumnal zodiac+5
1186	Pumnal zodiac+6
1187	Pumnal zodiac+7
1188	Pumnal zodiac+8
1189	Pumnal zodiac+9
1190	Pumnal dragon-negru+0
1191	Pumnal dragon-negru+1
1192	Pumnal dragon-negru+2
1193	Pumnal dragon-negru+3
1194	Pumnal dragon-negru+4
1195	Pumnal dragon-negru+5
1196	Pumnal dragon-negru+6
1197	Pumnal dragon-negru+7
1198	Pumnal dragon-negru+8
1199	Pumnal dragon-negru+9
1200	Pumnal dragon-negru+10
1201	Pumnal dragon-negru+11
1202	Pumnal dragon-negru+12
1203	Pumnal dragon-negru+13
1204	Pumnal dragon-negru+14
1205	Pumnal dragon-negru+15
1340	Pumnal legendar+0
1341	Pumnal legendar+1
1342	Pumnal legendar+2
1343	Pumnal legendar+3
1344	Pumnal legendar+4
1345	Pumnal legendar+5
1346	Pumnal legendar+6
1347	Pumnal legendar+7
1348	Pumnal legendar+8
1349	Pumnal legendar+9
1500	Pumnal din cianit+0
1501	Pumnal din cianit+1
1502	Pumnal din cianit+2
1503	Pumnal din cianit+3
1504	Pumnal din cianit+4
1505	Pumnal din cianit+5
1506	Pumnal din cianit+6
1507	Pumnal din cianit+7
1508	Pumnal din cianit+8
1509	Pumnal din cianit+9
2000	Arc+0
2001	Arc+1
2002	Arc+2
2003	Arc+3
2004	Arc+4
2005	Arc+5
2006	Arc+6
2007	Arc+7
2008	Arc+8
2009	Arc+9
2010	Arc lung+0
2011	Arc lung+1
2012	Arc lung+2
2013	Arc lung+3
2014	Arc lung+4
2015	Arc lung+5
2016	Arc lung+6
2017	Arc lung+7
2018	Arc lung+8
2019	Arc lung+9
2020	Arc compozit+0
2021	Arc compozit+1
2022	Arc compozit+2
2023	Arc compozit+3
2024	Arc compozit+4
2025	Arc compozit+5
2026	Arc compozit+6
2027	Arc compozit+7
2028	Arc compozit+8
2029	Arc compozit+9
2030	Arc de rãzboi+0
2031	Arc de rãzboi+1
2032	Arc de rãzboi+2
2033	Arc de rãzboi+3
2034	Arc de rãzboi+4
2035	Arc de rãzboi+5
2036	Arc de rãzboi+6
2037	Arc de rãzboi+7
2038	Arc de rãzboi+8
2039	Arc de rãzboi+9
2040	Arc lung de cãlãreþ+0
2041	Arc lung de cãlãreþ+1
2042	Arc lung de cãlãreþ+2
2043	Arc lung de cãlãreþ+3
2044	Arc lung de cãlãreþ+4
2045	Arc lung de cãlãreþ+5
2046	Arc lung de cãlãreþ+6
2047	Arc lung de cãlãreþ+7
2048	Arc lung de cãlãreþ+8
2049	Arc lung de cãlãreþ+9
2050	Arc cãlãreþ de rãzboi+0
2051	Arc cãlãreþ de rãzboi+1
2052	Arc cãlãreþ de rãzboi+2
2053	Arc cãlãreþ de rãzboi+3
2054	Arc cãlãreþ de rãzboi+4
2055	Arc cãlãreþ de rãzboi+5
2056	Arc cãlãreþ de rãzboi+6
2057	Arc cãlãreþ de rãzboi+7
2058	Arc cãlãreþ de rãzboi+8
2059	Arc cãlãreþ de rãzboi+9
2060	Arc ornament cupru+0
2061	Arc ornament cupru+1
2062	Arc ornament cupru+2
2063	Arc ornament cupru+3
2064	Arc ornament cupru+4
2065	Arc ornament cupru+5
2066	Arc ornament cupru+6
2067	Arc ornament cupru+7
2068	Arc ornament cupru+8
2069	Arc ornament cupru+9
2070	Arc distrugere+0
2071	Arc distrugere+1
2072	Arc distrugere+2
2073	Arc distrugere+3
2074	Arc distrugere+4
2075	Arc distrugere+5
2076	Arc distrugere+6
2077	Arc distrugere+7
2078	Arc distrugere+8
2079	Arc distrugere+9
2080	Arc ochi roºu+0
2081	Arc ochi roºu+1
2082	Arc ochi roºu+2
2083	Arc ochi roºu+3
2084	Arc ochi roºu+4
2085	Arc ochi roºu+5
2086	Arc ochi roºu+6
2087	Arc ochi roºu+7
2088	Arc ochi roºu+8
2089	Arc ochi roºu+9
2090	Arc spin+0
2091	Arc spin+1
2092	Arc spin+2
2093	Arc spin+3
2094	Arc spin+4
2095	Arc spin+5
2096	Arc spin+6
2097	Arc spin+7
2098	Arc spin+8
2099	Arc spin+9
2100	Arc corn de taur+0
2101	Arc corn de taur+1
2102	Arc corn de taur+2
2103	Arc corn de taur+3
2104	Arc corn de taur+4
2105	Arc corn de taur+5
2106	Arc corn de taur+6
2107	Arc corn de taur+7
2108	Arc corn de taur+8
2109	Arc corn de taur+9
2110	Arc unicorn+0
2111	Arc unicorn+1
2112	Arc unicorn+2
2113	Arc unicorn+3
2114	Arc unicorn+4
2115	Arc unicorn+5
2116	Arc unicorn+6
2117	Arc unicorn+7
2118	Arc unicorn+8
2119	Arc unicorn+9
2120	Arc aripã uriaºã+0
2121	Arc aripã uriaºã+1
2122	Arc aripã uriaºã+2
2123	Arc aripã uriaºã+3
2124	Arc aripã uriaºã+4
2125	Arc aripã uriaºã+5
2126	Arc aripã uriaºã+6
2127	Arc aripã uriaºã+7
2128	Arc aripã uriaºã+8
2129	Arc aripã uriaºã+9
2130	Arc caisã+0
2131	Arc caisã+1
2132	Arc caisã+2
2133	Arc caisã+3
2134	Arc caisã+4
2135	Arc caisã+5
2136	Arc caisã+6
2137	Arc caisã+7
2138	Arc caisã+8
2139	Arc caisã+9
2140	Arc dragon-galben+0
2141	Arc dragon-galben+1
2142	Arc dragon-galben+2
2143	Arc dragon-galben+3
2144	Arc dragon-galben+4
2145	Arc dragon-galben+5
2146	Arc dragon-galben+6
2147	Arc dragon-galben+7
2148	Arc dragon-galben+8
2149	Arc dragon-galben+9
2150	Arc corn+0
2151	Arc corn+1
2152	Arc corn+2
2153	Arc corn+3
2154	Arc corn+4
2155	Arc corn+5
2156	Arc corn+6
2157	Arc corn+7
2158	Arc corn+8
2159	Arc corn+9
2160	Arcul marelui diavol+0
2161	Arcul marelui diavol+1
2162	Arcul marelui diavol+2
2163	Arcul marelui diavol+3
2164	Arcul marelui diavol+4
2165	Arcul marelui diavol+5
2166	Arcul marelui diavol+6
2167	Arcul marelui diavol+7
2168	Arcul marelui diavol+8
2169	Arcul marelui diavol+9
2170	Arcul oþelit al ciorii+0
2171	Arcul oþelit al ciorii+1
2172	Arcul oþelit al ciorii+2
2173	Arcul oþelit al ciorii+3
2174	Arcul oþelit al ciorii+4
2175	Arcul oþelit al ciorii+5
2176	Arcul oþelit al ciorii+6
2177	Arcul oþelit al ciorii+7
2178	Arcul oþelit al ciorii+8
2179	Arcul oþelit al ciorii+9
2180	Arc dragon-albastru
2190	Arc stafie
2200	Arc zodiac+0
2201	Arc zodiac+1
2202	Arc zodiac+2
2203	Arc zodiac+3
2204	Arc zodiac+4
2205	Arc zodiac+5
2206	Arc zodiac+6
2207	Arc zodiac+7
2208	Arc zodiac+8
2209	Arc zodiac+9
2210	Arc dragon-negru+0
2211	Arc dragon-negru+1
2212	Arc dragon-negru+2
2213	Arc dragon-negru+3
2214	Arc dragon-negru+4
2215	Arc dragon-negru+5
2216	Arc dragon-negru+6
2217	Arc dragon-negru+7
2218	Arc dragon-negru+8
2219	Arc dragon-negru+9
2220	Arc dragon-negru+10
2221	Arc dragon-negru+11
2222	Arc dragon-negru+12
2223	Arc dragon-negru+13
2224	Arc dragon-negru+14
2225	Arc dragon-negru+15
2370	Arc legendar+0
2371	Arc legendar+1
2372	Arc legendar+2
2373	Arc legendar+3
2374	Arc legendar+4
2375	Arc legendar+5
2376	Arc legendar+6
2377	Arc legendar+7
2378	Arc legendar+8
2379	Arc legendar+9
2500	Arc din cianit+0
2501	Arc din cianit+1
2502	Arc din cianit+2
2503	Arc din cianit+3
2504	Arc din cianit+4
2505	Arc din cianit+5
2506	Arc din cianit+6
2507	Arc din cianit+7
2508	Arc din cianit+8
2509	Arc din cianit+9
3000	Glaive+0
3001	Glaive+1
3002	Glaive+2
3003	Glaive+3
3004	Glaive+4
3005	Glaive+5
3006	Glaive+6
3007	Glaive+7
3008	Glaive+8
3009	Glaive+9
3010	Suliþã+0
3011	Suliþã+1
3012	Suliþã+2
3013	Suliþã+3
3014	Suliþã+4
3015	Suliþã+5
3016	Suliþã+6
3017	Suliþã+7
3018	Suliþã+8
3019	Suliþã+9
3020	Lamã ghilotinã+0
3021	Lamã ghilotinã+1
3022	Lamã ghilotinã+2
3023	Lamã ghilotinã+3
3024	Lamã ghilotinã+4
3025	Lamã ghilotinã+5
3026	Lamã ghilotinã+6
3027	Lamã ghilotinã+7
3028	Lamã ghilotinã+8
3029	Lamã ghilotinã+9
3030	Suliþã pãianjen+0
3031	Suliþã pãianjen+1
3032	Suliþã pãianjen+2
3033	Suliþã pãianjen+3
3034	Suliþã pãianjen+4
3035	Suliþã pãianjen+5
3036	Suliþã pãianjen+6
3037	Suliþã pãianjen+7
3038	Suliþã pãianjen+8
3039	Suliþã pãianjen+9
3040	Guisarme+0
3041	Guisarme+1
3042	Guisarme+2
3043	Guisarme+3
3044	Guisarme+4
3045	Guisarme+5
3046	Guisarme+6
3047	Guisarme+7
3048	Guisarme+8
3049	Guisarme+9
3050	Coasã de rãzboi+0
3051	Coasã de rãzboi+1
3052	Coasã de rãzboi+2
3053	Coasã de rãzboi+3
3054	Coasã de rãzboi+4
3055	Coasã de rãzboi+5
3056	Coasã de rãzboi+6
3057	Coasã de rãzboi+7
3058	Coasã de rãzboi+8
3059	Coasã de rãzboi+9
3060	Furcã de luptã+0
3061	Furcã de luptã+1
3062	Furcã de luptã+2
3063	Furcã de luptã+3
3064	Furcã de luptã+4
3065	Furcã de luptã+5
3066	Furcã de luptã+6
3067	Furcã de luptã+7
3068	Furcã de luptã+8
3069	Furcã de luptã+9
3070	Halebardã+0
3071	Halebardã+1
3072	Halebardã+2
3073	Halebardã+3
3074	Halebardã+4
3075	Halebardã+5
3076	Halebardã+6
3077	Halebardã+7
3078	Halebardã+8
3079	Halebardã+9
3080	Secure uriaºã+0
3081	Secure uriaºã+1
3082	Secure uriaºã+2
3083	Secure uriaºã+3
3084	Secure uriaºã+4
3085	Secure uriaºã+5
3086	Secure uriaºã+6
3087	Secure uriaºã+7
3088	Secure uriaºã+8
3089	Secure uriaºã+9
3090	Suliþã gheþar+0
3091	Suliþã gheþar+1
3092	Suliþã gheþar+2
3093	Suliþã gheþar+3
3094	Suliþã gheþar+4
3095	Suliþã gheþar+5
3096	Suliþã gheþar+6
3097	Suliþã gheþar+7
3098	Suliþã gheþar+8
3099	Suliþã gheþar+9
3100	Sabie 12 stafii+0
3101	Sabie 12 stafii+1
3102	Sabie 12 stafii+2
3103	Sabie 12 stafii+3
3104	Sabie 12 stafii+4
3105	Sabie 12 stafii+5
3106	Sabie 12 stafii+6
3107	Sabie 12 stafii+7
3108	Sabie 12 stafii+8
3109	Sabie 12 stafii+9
3110	Lamã eliberare+0
3111	Lamã eliberare+1
3112	Lamã eliberare+2
3113	Lamã eliberare+3
3114	Lamã eliberare+4
3115	Lamã eliberare+5
3116	Lamã eliberare+6
3117	Lamã eliberare+7
3118	Lamã eliberare+8
3119	Lamã eliberare+9
3120	Ucigãtor de lei+0
3121	Ucigãtor de lei+1
3122	Ucigãtor de lei+2
3123	Ucigãtor de lei+3
3124	Ucigãtor de lei+4
3125	Ucigãtor de lei+5
3126	Ucigãtor de lei+6
3127	Ucigãtor de lei+7
3128	Ucigãtor de lei+8
3129	Ucigãtor de lei+9
3130	Lance partizan+0
3131	Lance partizan+1
3132	Lance partizan+2
3133	Lance partizan+3
3134	Lance partizan+4
3135	Lance partizan+5
3136	Lance partizan+6
3137	Lance partizan+7
3138	Lance partizan+8
3139	Lance partizan+9
3140	Lamã magneticã+0
3141	Lamã magneticã+1
3142	Lamã magneticã+2
3143	Lamã magneticã+3
3144	Lamã magneticã+4
3145	Lamã magneticã+5
3146	Lamã magneticã+6
3147	Lamã magneticã+7
3148	Lamã magneticã+8
3149	Lamã magneticã+9
3150	Lamã semi-om+0
3151	Lamã semi-om+1
3152	Lamã semi-om+2
3153	Lamã semi-om+3
3154	Lamã semi-om+4
3155	Lamã semi-om+5
3156	Lamã semi-om+6
3157	Lamã semi-om+7
3158	Lamã semi-om+8
3159	Lamã semi-om+9
3160	Lama mâniei+0
3161	Lama mâniei+1
3162	Lama mâniei+2
3163	Lama mâniei+3
3164	Lama mâniei+4
3165	Lama mâniei+5
3166	Lama mâniei+6
3167	Lama mâniei+7
3168	Lama mâniei+8
3169	Lama mâniei+9
3170	Dragon asasin-galben
3180	Dragon asasin-albastru
3190	Lamã legendarã+0
3191	Lamã legendarã+1
3192	Lamã legendarã+2
3193	Lamã legendarã+3
3194	Lamã legendarã+4
3195	Lamã legendarã+5
3196	Lamã legendarã+6
3197	Lamã legendarã+7
3198	Lamã legendarã+8
3199	Lamã legendarã+9
3200	Lama zeului dragon
3210	Lamã fier roºu+0
3211	Lamã fier roºu+1
3212	Lamã fier roºu+2
3213	Lamã fier roºu+3
3214	Lamã fier roºu+4
3215	Lamã fier roºu+5
3216	Lamã fier roºu+6
3217	Lamã fier roºu+7
3218	Lamã fier roºu+8
3219	Lamã fier roºu+9
3220	Lamã zodiac+0
3221	Lamã zodiac+1
3222	Lamã zodiac+2
3223	Lamã zodiac+3
3224	Lamã zodiac+4
3225	Lamã zodiac+5
3226	Lamã zodiac+6
3227	Lamã zodiac+7
3228	Lamã zodiac+8
3229	Lamã zodiac+9
3230	Lamã dragon-negru+0
3231	Lamã dragon-negru+1
3232	Lamã dragon-negru+2
3233	Lamã dragon-negru+3
3234	Lamã dragon-negru+4
3235	Lamã dragon-negru+5
3236	Lamã dragon-negru+6
3237	Lamã dragon-negru+7
3238	Lamã dragon-negru+8
3239	Lamã dragon-negru+9
3240	Lamã dragon-negru+10
3241	Lamã dragon-negru+11
3242	Lamã dragon-negru+12
3243	Lamã dragon-negru+13
3244	Lamã dragon-negru+14
3245	Lamã dragon-negru+15
3500	Lamã din cianit+0
3501	Lamã din cianit+1
3502	Lamã din cianit+2
3503	Lamã din cianit+3
3504	Lamã din cianit+4
3505	Lamã din cianit+5
3506	Lamã din cianit+6
3507	Lamã din cianit+7
3508	Lamã din cianit+8
3509	Lamã din cianit+9
4000	Cuþit amija+0
4001	Cuþit amija+1
4002	Cuþit amija+2
4003	Cuþit amija+3
4004	Cuþit amija+4
4005	Cuþit amija+5
4006	Cuþit amija+6
4007	Cuþit amija+7
4008	Cuþit amija+8
4009	Cuþit amija+9
4010	Pumnal nouã lame+0
4011	Pumnal nouã lame+1
4012	Pumnal nouã lame+2
4013	Pumnal nouã lame+3
4014	Pumnal nouã lame+4
4015	Pumnal nouã lame+5
