2411	0.50
2412	0.50
2413	0.50
2414	0.50
2415	0.50
2431	0.50
2432	0.50
2433	0.50
2434	0.50
2451	0.50
2452	0.50
2453	0.50
2454	0.50
2491	0.50
2492	0.50
2493	0.50
2494	0.50
2495	0.50
2501	0.50
2502	0.50
2503	0.50
2504	0.50
2505	0.50
2506	0.50
2507	0.50
2508	0.50
2509	0.50
2510	0.50
2511	0.50
2512	0.50
2513	0.50
2514	0.50
2541	0.50
2542	0.50
2543	0.50
2544	0.50
2545	0.50
2546	0.50
2547	0.50
2591	0.50
2592	0.50
2593	0.50
2594	0.50
2595	0.50
2596	0.50
2597	0.50
2598	0.50
2600	0.50
2601	0.50
2602	0.50
2603	0.50
2604	0.50
2605	0.50
2606	0.50
2607	0.50
2608	0.50
2609	0.50
2610	0.50
2611	0.50
2612	0.50
2613	0.50
2614	0.50
2615	0.50
2616	0.50
2617	0.50
2618	0.50
2619	0.50
2620	0.50
2621	0.50
2622	0.50
2623	0.50
2624	0.50
2625	0.50
2626	0.50
2627	0.50
2628	0.50
2629	0.50
2630	0.50
2631	0.50
2632	0.50
2633	0.50
2634	0.50
2635	0.50
2636	0.50
2637	0.50
2638	0.50
2639	0.50
2640	0.50
2641	0.50
2642	0.50
2643	0.50
2644	0.50
2645	0.50
2646	0.50
2647	0.50
2648	0.50
2649	0.50
2650	0.50
2651	0.50
2652	0.50
2653	0.50
2654	0.50
2655	0.50
2656	0.50
2657	0.50
2658	0.50
2659	0.50
2660	0.50
2661	0.50
2662	0.50
2663	0.50
2664	0.50
2665	0.50
2666	0.50
2667	0.50
2668	0.50
2669	0.50
2670	0.50
2671	0.50
2672	0.50
2673	0.50
2674	0.50
2675	0.50
2676	0.50
2677	0.50
2678	0.50
2679	0.50
2680	0.50
2681	0.50
2682	0.50
2683	0.50
2684	0.50
3001	0.50
3002	0.50
3003	0.50
3004	0.50
3005	0.50
3090	0.50
3091	0.50
3101	0.50
3102	0.50
3103	0.50
3104	0.50
3105	0.50
3190	0.50
3191	0.50
3201	0.50
3202	0.50
3203	0.50
3204	0.50
3205	0.50
3290	0.50
3291	0.50
3301	0.50
3302	0.50
3303	0.50
3304	0.50
3305	0.50
3390	0.50
3391	0.50
3401	0.50
3402	0.50
3403	0.50
3404	0.50
3405	0.50
3490	0.50
3491	0.50
3501	0.50
3502	0.50
3503	0.50
3504	0.50
3505	0.50
3551	0.50
3552	0.50
3553	0.50
3554	0.50
3555	0.50
3590	0.50
3591	0.50
3595	0.50
3596	0.50
3601	0.50
3602	0.50
3603	0.50
3604	0.50
3605	0.50
3690	0.50
3691	0.50
3701	0.50
3702	0.50
3703	0.50
3704	0.50
3705	0.50
3790	0.50
3791	0.50
3801	0.50
3802	0.50
3803	0.50
3804	0.50
3805	0.50
3890	0.50
3891	0.50
3901	0.50
3902	0.50
3903	0.50
3904	0.50
3905	0.50
3906	0.50
3907	0.50
3908	0.50
3909	0.50
3910	0.50
3911	0.50
3912	0.50
3913	0.50
6051	0.50
6091	0.50
6151	0.50
6191	0.50
6192	0.50
6390	0.50
6391	0.50
6407	0.50
6406	0.50
6408	0.50
6414	0.50
6418	0.50
6400	0.50
6116	0.50
6117	0.50
6421	0.50
4204	0.50
4209	0.50
4210	0.50
6415	0.50
6416	0.50
6417	0.50
6419	0.50
6420	0.50
2751	0.50
2752	0.50
2761	0.50
2762	0.50
2771	0.50
2772	0.50
2781	0.50
2782	0.50
2791	0.50
2792	0.50
2801	0.50
2802	0.50
2811	0.50
2812	0.50
2821	0.50
2822	0.50
2831	0.50
2832	0.50
2841	0.50
2842	0.50
2851	0.50
2852	0.50
2861	0.50
2862	0.50
8001	0.50
8002	0.50
8003	0.50
8004	0.50
8005	0.50
8006	0.50
8007	0.50
8008	0.50
8009	0.50
8010	0.50
8011	0.50
8012	0.50
8013	0.50
8014	0.50
8015	0.50
8016	0.50
8017	0.50
8018	0.50
8019	0.50
8020	0.50
8021	0.50
8022	0.50
8023	0.50
8024	0.50
8025	0.50
8026	0.50
8027	0.50
8051	0.50
8052	0.50
8053	0.50
8053	0.50
8054	0.50
8055	0.50
8056	0.50
8057	0.50
8058	0.50
8059	0.50
8060	0.50
8061	0.50
8620	0.50
20201	0.50
20202	0.20
20203	0.20
20204	0.50
20205	0.20
20206	0.50
20207	0.50
20208	0.50
20209	0.50
20210	0.50
20211	0.50
20212	0.50
20213	0.50
20214	0.50
20215	0.50
20216	0.50
20217	0.50
20218	0.50
20219	0.50
20221	0.50
20222	0.50
20223	0.50
20224	0.50
20225	0.50
20226	0.50
20227	0.50
20228	0.50
20229	0.50
20230	0.50
20231	0.50
20232	0.50
20233	0.50
20234	0.50
20235	0.50
20236	0.50
20237	0.50
20238	0.50
20239	0.50
20240	0.50
20241	0.50
20242	0.50
20243	0.50
20244	0.50
20245	0.50
20246	0.50
20247	0.50
20248	0.50
20249	0.50
20250	0.50
20251	0.50
20252	0.50
20254	0.5
20255	0.50
20257	0.25
20258	0.25
20259	0.50
20260	0.50
20261	0.50
20262	0.50
20290	0.50
20291	0.75
20377	0.05
20413	0.01
20381	0.01
20380	0.01
9353	0.01
20292	0.01
20293	0.01
20294	0.01
20295	0.01
20296	0.01
20297	0.01
20298	0.01
20299	0.01
20900	0.01
34105	0.01
34104	0.01
20406	0.01
20429	0.01
20148	0.50
20149	0.50
20150	0.50
20151	0.50
20091	0.50
34036	0.50
34037	0.50
34039	0.50
34041	0.50
34042	0.50
34045	0.50
34046	0.50
34047	0.50
34048	0.50
34049	0.50
34050	0.50
34053	0.50
34054	0.50
